event_id,num_rows,duration_ms,rows_per_10ms,total_piezo_sum,total_piezo_max_sum,p1_sum_share,p2_sum_share,p3_sum_share,p1_peak_share,p2_peak_share,p3_peak_share,dominant_peak_sensor,dominant_sum_sensor,dominant_peak_margin,dominant_sum_margin,max_p1_minus_p2,max_p1_minus_p3,max_p2_minus_p3,sum_p1_minus_p2,sum_p1_minus_p3,sum_p2_minus_p3,p1_over_p2_peak,p1_over_p3_peak,p2_over_p3_peak,p1_over_p2_sum,p1_over_p3_sum,p2_over_p3_sum,overall_peak_value,overall_peak_idx,overall_peak_time_ms,overall_peak_pos_frac,overall_peak_sensor,p1_at_overall_peak,p2_at_overall_peak,p3_at_overall_peak,ax_at_overall_peak,ay_at_overall_peak,az_at_overall_peak,amag_at_overall_peak,p1_max,p1_min,p1_sum,p1_mean,p1_first,p1_last,p1_peak_idx,p1_peak_time_ms,p1_peak_pos_frac,p1_time_after_peak_ms,p1_first_half_sum,p1_second_half_sum,p1_pre_peak_sum,p1_post_peak_sum,p1_rise_slope,p1_fall_slope,p1_rows_above_50pct,p1_rows_above_75pct,p1_rows_above_90pct,p1_peak_concentration,p1_peak_sharpness,p2_max,p2_min,p2_sum,p2_mean,p2_first,p2_last,p2_peak_idx,p2_peak_time_ms,p2_peak_pos_frac,p2_time_after_peak_ms,p2_first_half_sum,p2_second_half_sum,p2_pre_peak_sum,p2_post_peak_sum,p2_rise_slope,p2_fall_slope,p2_rows_above_50pct,p2_rows_above_75pct,p2_rows_above_90pct,p2_peak_concentration,p2_peak_sharpness,p3_max,p3_min,p3_sum,p3_mean,p3_first,p3_last,p3_peak_idx,p3_peak_time_ms,p3_peak_pos_frac,p3_time_after_peak_ms,p3_first_half_sum,p3_second_half_sum,p3_pre_peak_sum,p3_post_peak_sum,p3_rise_slope,p3_fall_slope,p3_rows_above_50pct,p3_rows_above_75pct,p3_rows_above_90pct,p3_peak_concentration,p3_peak_sharpness,peak_idx_diff_p1_p2,peak_idx_diff_p1_p3,peak_idx_diff_p2_p3,ax_abs_max,ay_abs_max,az_abs_max,ax_mean,ay_mean,az_mean,amag_max,amag_mean,amag_sum,amag_peak_idx,amag_peak_time_ms,amag_peak_pos_frac,amag_peak_minus_overall_piezo_peak_idx,label
1,9,143,0.6293706293706294,1930,876,0.6989637305699482,0.3,0.0010362694300518134,0.819634703196347,0.17922374429223745,0.001141552511415525,1,1,561,770,561,717,156,770,1347,577,4.573248407643312,718.0,157.0,2.3298791018998273,674.5,289.5,718,1,8,0.125,1,718,0,0,4288,-2632,13180,14107.684714367557,718,0,1349,149.88888888888889,138,10,1,8,0.125,135,1267,82,856,1211,72.5,5.2444444444444445,2,1,1,0.9392142327650111,443.5,157,0,579,64.33333333333333,5,62,4,37,0.5,106,105,474,262,474,4.108108108108108,0.8962264150943396,3,1,1,0.6338514680483592,52.0,1,0,2,0.2222222222222222,1,0,0,0,0.0,143,1,1,1,2,0.0,0.006993006993006993,2,2,2,0.5,0.5,-3,1,4,4288,2632,13180,4288.0,-2632.0,13180.0,14107.684714367557,14107.684714367557,126969.16242930801,0,0,0.0,-1,cross
2,17,301,0.5647840531561462,3068,1065,0.41134289439374183,0.5857235984354628,0.0029335071707953064,0.6206572769953052,0.3755868544600939,0.003755868544600939,1,2,261,535,261,657,396,-535,1253,1788,1.6525,165.25,100.0,0.7022815804117974,140.22222222222223,199.66666666666666,661,0,0,0.0,1,661,0,0,4316,-2728,13296,14242.663234100566,661,0,1262,74.23529411764706,661,61,0,0,0.0,301,1066,196,661,1262,0.0,1.9933554817275747,2,1,1,0.8446909667194928,128.0,400,0,1797,105.70588235294117,0,0,3,23,0.1875,278,1200,597,494,1703,17.391304347826086,1.4388489208633093,2,2,1,0.46633277685030605,181.0,4,0,9,0.5294117647058824,0,0,4,31,0.25,270,9,0,7,6,0.12903225806451613,0.014814814814814815,3,2,1,0.7777777777777778,2.5,-3,-4,-1,4316,2728,13296,4316.0,-2728.0,13296.0,14242.663234100566,14242.663234100566,242125.27497970962,0,0,0.0,0,cross
3,13,140,0.9285714285714286,3167,1098,0.47742342911272495,0.5181559835806757,0.004420587306599305,0.6138433515482696,0.3788706739526412,0.007285974499089253,1,2,258,129,258,666,408,-129,1498,1627,1.6201923076923077,84.25,52.0,0.9213893967093236,108.0,117.21428571428571,674,0,0,0.0,1,674,0,0,3572,-1760,13412,13990.658597793028,674,0,1512,116.3076923076923,674,6,0,0,0.0,140,1288,224,674,1512,0.0,4.771428571428571,2,2,2,0.8518518518518519,30.0,416,0,1641,126.23076923076923,0,61,3,27,0.25,113,1099,542,603,1454,15.407407407407407,3.1415929203539825,2,2,1,0.558805606337599,165.5,8,0,14,1.0769230769230769,0,0,3,27,0.25,113,14,0,8,14,0.2962962962962963,0.07079646017699115,2,2,1,1.0,5.0,-3,-3,0,3572,1760,13412,3572.0,-1760.0,13412.0,13990.658597793028,13990.658597793026,181878.56177130935,0,0,0.0,0,cross
4,15,155,0.967741935483871,2936,1085,0.5602861035422343,0.43358310626702995,0.006130790190735695,0.7483870967741936,0.24608294930875577,0.005529953917050691,1,1,545,372,545,806,261,372,1627,1255,3.041198501872659,135.33333333333334,44.5,1.2922230950510605,91.38888888888889,70.72222222222223,812,2,15,0.14285714285714285,1,812,0,0,4192,-2480,13348,14208.883418481551,812,0,1645,109.66666666666667,106,10,2,15,0.14285714285714285,140,1500,145,1043,1414,47.06666666666667,5.728571428571429,2,1,1,0.8474164133738602,521.0,267,0,1273,84.86666666666666,0,68,5,44,0.35714285714285715,111,601,672,402,1138,6.068181818181818,1.7927927927927927,3,1,1,0.4721131186174391,100.0,6,0,18,1.2,3,0,5,44,0.35714285714285715,111,15,3,10,14,0.06818181818181818,0.05405405405405406,3,2,1,0.6111111111111112,3.5,-3,-3,0,4192,2480,13348,4192.0,-2480.0,13348.0,14208.883418481551,14208.883418481551,213133.25127722326,0,0,0.0,-2,cross
5,19,310,0.6129032258064516,3896,1322,0.43018480492813144,0.5636550308008214,0.006160164271047228,0.6709531013615734,0.32299546142208774,0.006051437216338881,1,2,460,520,460,879,419,-520,1652,2172,2.0772833723653394,110.875,53.375,0.7632058287795993,69.83333333333333,91.5,887,1,8,0.05555555555555555,1,887,0,2,4188,-3080,13280,14261.28128886041,887,0,1676,88.21052631578948,375,61,1,8,0.05555555555555555,302,1556,120,1262,1301,64.0,2.7350993377483444,1,1,1,0.9284009546539379,552.5,427,0,2196,115.57894736842105,0,0,4,30,0.2222222222222222,280,1371,825,562,2061,14.233333333333333,1.525,3,2,1,0.4134790528233151,186.5,8,0,24,1.263157894736842,0,0,5,39,0.2777777777777778,271,23,1,16,16,0.20512820512820512,0.02952029520295203,2,2,1,0.7083333333333334,3.5,-3,-4,-1,6056,7228,13280,3648.842105263158,-3298.315789473684,12896.0,14261.28128886041,14098.484437688123,267871.2043160743,0,0,0.0,-1,cross
6,13,157,0.8280254777070063,2400,851,0.48083333333333333,0.5066666666666667,0.0125,0.6556991774383079,0.3290246768507638,0.01527614571092832,1,2,278,62,278,545,267,-62,1124,1186,1.9928571428571429,42.92307692307692,21.53846153846154,0.9490131578947368,38.46666666666667,40.53333333333333,558,1,7,0.08333333333333333,1,558,95,8,5848,-1888,13076,14448.024916922035,558,0,1154,88.76923076923077,389,0,1,7,0.08333333333333333,150,947,207,947,765,24.142857142857142,3.72,2,1,1,0.8206239168110918,363.5,280,0,1216,93.53846153846153,91,74,3,28,0.25,129,829,387,579,917,6.75,1.5968992248062015,2,1,1,0.4753289473684211,131.0,13,0,30,2.3076923076923075,13,0,0,0,0.0,157,30,0,13,30,0.0,0.08280254777070063,2,1,1,0.7,2.5,-2,1,3,5848,1888,13076,5848.0,-1888.0,13076.0,14448.024916922035,14448.024916922035,187824.32391998646,0,0,0.0,-1,cross
7,16,148,1.0810810810810811,3059,1108,0.4897025171624714,0.5044132069303694,0.005884275907159202,0.7454873646209387,0.2509025270758123,0.0036101083032490976,1,2,548,45,548,822,274,-45,1480,1525,2.971223021582734,206.5,69.5,0.9708360337005832,83.22222222222223,85.72222222222223,826,1,8,0.06666666666666667,1,826,0,2,3576,-3276,13552,14393.632481066063,826,0,1498,93.625,489,0,1,8,0.06666666666666667,140,1448,50,1315,1009,42.125,5.9,2,1,1,0.9666221628838452,515.0,278,0,1543,96.4375,0,75,4,30,0.26666666666666666,118,831,712,424,1397,9.266666666666667,1.7203389830508475,3,2,1,0.4128321451717434,98.5,4,0,18,1.125,0,0,4,30,0.26666666666666666,118,10,8,6,16,0.13333333333333333,0.03389830508474576,7,2,1,0.3333333333333333,3.0,-3,-3,0,3576,3276,13552,3576.0,-3276.0,13552.0,14393.632481066063,14393.632481066063,230298.119697057,0,0,0.0,-1,cross
8,13,149,0.87248322147651,2321,998,0.5562257647565705,0.43429556225764754,0.009478672985781991,0.8847695390781564,0.10821643286573146,0.0070140280561122245,1,1,775,283,775,876,101,283,1269,986,8.175925925925926,126.14285714285714,15.428571428571429,1.2807539682539681,58.68181818181818,45.81818181818182,883,1,8,0.08333333333333333,1,883,31,5,4436,-152,13600,14305.984761630358,883,0,1291,99.3076923076923,403,0,1,8,0.08333333333333333,141,1286,5,1286,888,60.0,6.26241134751773,1,1,1,0.9961270333075135,681.5,108,31,1008,77.53846153846153,107,65,3,29,0.25,120,478,530,319,797,0.034482758620689655,0.35833333333333334,12,5,3,0.251984126984127,35.0,7,0,22,1.6923076923076923,7,0,0,0,0.0,149,20,2,7,22,0.0,0.04697986577181208,3,2,2,0.5454545454545454,1.0,-2,1,3,4436,152,13600,4436.0,-152.0,13600.0,14305.984761630358,14305.984761630358,185977.80190119465,0,0,0.0,-1,cross
9,15,143,1.048951048951049,3470,1154,0.4429394812680115,0.5492795389048991,0.0077809798270893375,0.6109185441941074,0.3821490467937608,0.006932409012131715,1,2,264,369,264,697,433,-369,1510,1879,1.598639455782313,88.125,55.125,0.8064008394543547,56.925925925925924,70.5925925925926,705,1,8,0.07142857142857142,1,705,0,0,2912,-2860,13420,14026.964889098424,705,0,1537,102.46666666666667,674,8,1,8,0.07142857142857142,135,1407,130,1379,863,3.875,5.162962962962963,2,2,2,0.8972023422251139,368.0,441,0,1906,127.06666666666666,0,65,3,28,0.21428571428571427,115,1235,671,632,1715,15.75,3.2695652173913046,2,1,1,0.5031479538300105,182.0,8,0,27,1.8,0,0,3,28,0.21428571428571427,115,12,15,8,27,0.2857142857142857,0.06956521739130435,2,1,1,0.4074074074074074,6.5,-2,-2,0,2912,2860,13420,2912.0,-2860.0,13420.0,14026.964889098424,14026.964889098424,210404.47333647637,0,0,0.0,-1,cross
10,19,630,0.30158730158730157,3804,1260,0.5113038906414301,0.48186119873817035,0.006834910620399579,0.6880952380952381,0.30714285714285716,0.004761904761904762,1,1,480,112,480,861,381,112,1919,1807,2.24031007751938,144.5,64.5,1.0611020185488271,74.8076923076923,70.5,867,0,0,0.0,1,867,0,0,3484,-2948,13484,14235.421173958992,867,0,1945,102.36842105263158,867,18,0,0,0.0,630,1599,346,867,1945,0.0,1.3476190476190477,2,1,1,0.7465295629820051,141.0,387,0,1833,96.47368421052632,0,65,3,28,0.16666666666666666,602,1299,534,585,1635,13.821428571428571,0.5348837209302325,3,2,1,0.4849972722313148,136.0,6,0,26,1.368421052631579,0,0,3,28,0.16666666666666666,602,17,9,8,24,0.21428571428571427,0.009966777408637873,3,3,2,0.46153846153846156,3.0,-3,-3,0,3484,2948,13484,3484.0,-2948.0,13484.0,14235.421173958992,14235.421173958994,270473.00230522087,0,0,0.0,0,cross
11,12,114,1.0526315789473684,2556,1010,0.6674491392801252,0.3305946791862285,0.0019561815336463224,0.8306930693069307,0.16831683168316833,0.0009900990099009901,1,1,669,861,669,838,169,861,1701,840,4.935294117647059,839.0,170.0,2.0189349112426034,341.2,169.0,839,1,9,0.09090909090909091,1,839,0,1,4292,-3080,13260,14273.586234720411,839,0,1706,142.16666666666666,406,4,1,9,0.09090909090909091,105,1505,201,1245,1300,48.111111111111114,7.9523809523809526,1,1,1,0.8821805392731535,506.0,170,0,845,70.41666666666667,0,71,4,36,0.36363636363636365,78,329,516,263,752,4.722222222222222,1.2692307692307692,5,1,1,0.3893491124260355,90.5,1,0,5,0.4166666666666667,0,1,1,9,0.09090909090909091,105,2,3,1,5,0.1111111111111111,0.0,5,5,5,0.2,1.0,-3,0,3,32767,12308,19756,25648.25,8461.0,-11502.0,40192.81887352515,33713.01071382397,404556.12856588763,3,29,0.2727272727272727,2,cross
12,24,664,0.3614457831325301,4297,1282,0.4819641610425879,0.5110542238771236,0.006981615080288574,0.7254290171606864,0.2698907956318253,0.0046801872074883,1,2,584,125,584,924,340,-125,2041,2166,2.6878612716763004,155.0,57.666666666666664,0.9430783242258652,69.03333333333333,73.2,930,1,8,0.043478260869565216,1,930,0,3,2736,-2476,13564,14056.968663264495,930,0,2071,86.29166666666667,439,15,1,8,0.043478260869565216,656,1729,342,1369,1632,61.375,1.3948170731707317,1,1,1,0.7373249637856109,631.5,346,0,2196,91.5,0,72,4,30,0.17391304347826086,634,1466,730,463,2079,11.533333333333333,0.43217665615141954,2,2,1,0.3356102003642987,150.5,6,0,30,1.25,1,0,4,30,0.17391304347826086,634,25,5,10,26,0.16666666666666666,0.00946372239747634,7,1,1,0.3333333333333333,4.0,-3,-3,0,11452,9436,13564,-1993.3333333333333,-4796.0,13045.333333333334,19088.699903345958,15734.212409958316,377621.0978389996,16,307,0.6956521739130435,15,cross
13,20,660,0.30303030303030304,4223,1293,0.40800378877575183,0.586549846080985,0.005446365143263083,0.5839133797370456,0.4091260634184068,0.0069605568445475635,1,2,226,754,226,746,520,-754,1700,2454,1.4272211720226844,83.88888888888889,58.77777777777778,0.6955995155429956,74.91304347826087,107.69565217391305,755,0,0,0.0,1,755,0,0,3504,-2956,13396,14158.69937529574,755,0,1723,86.15,755,19,0,0,0.0,660,1495,228,755,1723,0.0,1.1151515151515152,2,2,1,0.771329077190946,90.5,529,0,2477,123.85,0,74,3,29,0.15789473684210525,631,1757,720,812,2194,18.24137931034483,0.7210776545166403,3,1,1,0.47153815098909974,209.5,9,0,23,1.15,0,0,4,37,0.21052631578947367,623,22,1,16,16,0.24324324324324326,0.014446227929373997,2,2,1,0.6956521739130435,5.5,-3,-4,-1,7360,16192,15432,4468.0,-6265.0,13905.0,23547.761846935686,16505.96499320573,330119.29986411455,15,629,0.7894736842105263,15,cross
14,16,145,1.103448275862069,3164,1150,0.45101137800252844,0.5410872313527181,0.007901390644753476,0.6739130434782609,0.3173913043478261,0.008695652173913044,1,2,410,285,410,765,355,-285,1402,1687,2.1232876712328768,77.5,36.5,0.8335280373831776,57.08,68.48,775,1,8,0.06666666666666667,1,775,0,0,3656,-3928,13124,14178.67751237752,775,0,1427,89.1875,116,5,1,8,0.06666666666666667,137,1247,180,891,1311,82.375,5.62043795620438,1,1,1,0.8738612473721094,539.0,365,0,1712,107.0,0,70,4,36,0.26666666666666666,109,995,717,589,1488,10.13888888888889,2.706422018348624,3,1,1,0.4982476635514019,121.0,10,0,25,1.5625,0,0,4,36,0.26666666666666666,109,15,10,10,25,0.2777777777777778,0.09174311926605505,1,1,1,0.56,8.0,-3,-3,0,32768,17864,32767,-14556.0,-10896.0,22945.5,49664.27900412932,31921.47825825342,510743.65213205473,8,83,0.5333333333333333,7,cross
15,12,136,0.8823529411764707,2616,1090,0.6563455657492355,0.3375382262996942,0.0061162079510703364,0.8522935779816514,0.14311926605504588,0.0045871559633027525,1,1,773,834,773,924,151,834,1701,867,5.955128205128205,185.8,31.2,1.9445073612684032,107.3125,55.1875,929,1,8,0.09090909090909091,1,929,0,2,3156,-3216,13468,14201.761017563984,929,0,1717,143.08333333333334,328,0,1,8,0.09090909090909091,128,1541,176,1257,1389,75.125,7.2578125,1,1,1,0.8974956319161328,623.0,156,0,883,73.58333333333333,13,64,4,37,0.36363636363636365,99,315,568,236,803,3.864864864864865,0.9292929292929293,6,2,1,0.3420158550396376,83.0,5,0,16,1.3333333333333333,0,0,4,37,0.36363636363636365,99,9,7,9,12,0.13513513513513514,0.050505050505050504,1,1,1,0.4375,4.0,-3,-3,0,3156,3216,13468,3156.0,-3216.0,13468.0,14201.761017563984,14201.761017563984,170421.1322107678,0,0,0.0,-1,cross
16,15,129,1.1627906976744187,3395,1244,0.4017673048600884,0.5861561119293078,0.01207658321060383,0.6808681672025724,0.30787781350482313,0.011254019292604502,1,2,464,626,464,833,369,-626,1323,1949,2.2114882506527413,60.5,27.357142857142858,0.685427135678392,33.26829268292683,48.53658536585366,847,0,0,0.0,1,847,0,0,3508,-3828,13248,14229.165541239585,847,0,1364,90.93333333333334,847,0,0,0,0.0,129,1274,90,847,1364,0.0,6.565891472868217,1,1,1,0.9149560117302052,223.0,383,0,1990,132.66666666666666,0,64,3,24,0.21428571428571427,105,1203,787,452,1921,15.958333333333334,3.038095238095238,3,2,2,0.41557788944723617,161.0,14,0,41,2.7333333333333334,0,0,3,24,0.21428571428571427,105,24,17,14,41,0.5833333333333334,0.13333333333333333,1,1,1,0.4634146341463415,11.5,-3,-3,0,3508,3828,13248,3508.0,-3828.0,13248.0,14229.165541239585,14229.165541239585,213437.48311859378,0,0,0.0,0,cross
17,17,146,1.1643835616438356,3472,1260,0.4202188940092166,0.5722926267281107,0.007488479262672811,0.5682539682539682,0.4246031746031746,0.007142857142857143,1,2,181,528,181,707,526,-528,1433,1961,1.3383177570093459,79.55555555555556,59.44444444444444,0.7342727730246603,56.11538461538461,76.42307692307692,716,1,8,0.0625,1,716,0,3,4844,-2864,13060,14220.774662443675,716,0,1459,85.82352941176471,301,9,1,8,0.0625,138,1213,246,1017,1158,51.875,5.1231884057971016,1,1,1,0.8211103495544894,475.0,535,0,1987,116.88235294117646,0,68,4,31,0.25,115,1368,619,756,1766,17.258064516129032,4.060869565217391,2,1,1,0.5651736285858078,241.0,9,0,26,1.5294117647058822,0,0,4,31,0.25,115,24,2,13,22,0.2903225806451613,0.0782608695652174,2,2,2,0.7307692307692307,4.0,-3,-3,0,4844,2864,13060,4844.0,-2864.0,13060.0,14220.774662443675,14220.774662443675,241753.16926154247,0,0,0.0,-1,cross
18,10,146,0.684931506849315,2539,1108,0.7778653012997243,0.2170145726664041,0.005120126033871603,0.9232851985559567,0.06949458483754513,0.007220216606498195,1,1,946,1424,946,1015,69,1424,1962,538,13.285714285714286,127.875,9.625,3.5843920145190564,151.92307692307693,42.38461538461539,1023,1,9,0.1111111111111111,1,1023,33,8,4052,-2800,13452,14325.327500619314,1023,0,1975,197.5,155,8,1,9,0.1111111111111111,137,1871,104,1178,1820,96.44444444444444,7.408759124087592,2,1,1,0.8779746835443037,667.5,77,0,551,55.1,58,67,5,100,0.5555555555555556,46,207,344,284,344,0.19,0.21739130434782608,8,7,2,0.38294010889292196,10.0,8,0,13,1.3,1,0,1,9,0.1111111111111111,137,10,3,9,12,0.7777777777777778,0.058394160583941604,1,1,1,0.6923076923076923,7.5,-4,0,4,4052,2800,13452,4052.0,-2800.0,13452.0,14325.327500619314,14325.327500619314,143253.27500619314,0,0,0.0,-1,cross
19,20,322,0.6211180124223602,4432,1405,0.4826263537906137,0.5101534296028881,0.007220216606498195,0.6177935943060499,0.37722419928825623,0.00498220640569395,1,2,338,122,338,861,523,-122,2107,2229,1.6377358490566039,124.0,75.71428571428571,0.9460415745245466,66.84375,70.65625,868,0,0,0.0,1,868,0,0,3580,-4068,12952,14039.919088085942,868,0,2139,106.95,868,66,0,0,0.0,322,1812,327,868,2139,0.0,2.4906832298136647,2,2,1,0.7634408602150538,51.5,530,0,2261,113.05,0,0,3,29,0.15789473684210525,293,1799,462,743,2048,18.275862068965516,1.8088737201365188,2,1,1,0.49270234409553293,238.0,7,0,32,1.6,0,0,3,29,0.15789473684210525,293,22,10,7,32,0.2413793103448276,0.023890784982935155,3,2,2,0.4375,3.5,-3,-3,0,19208,11372,23808,-977.6,-5528.8,15123.2,32635.72447487569,17759.08016544389,355181.60330887785,16,298,0.8421052631578947,16,cross
21,24,658,0.364741641337386,4733,1504,0.4379885907458272,0.5503908725966618,0.011620536657511091,0.6688829787234043,0.3224734042553192,0.008643617021276596,1,2,521,532,521,993,472,-532,2018,2550,2.0742268041237115,77.38461538461539,37.30769230769231,0.7957773512476007,37.69090909090909,47.36363636363637,1006,1,8,0.043478260869565216,1,1006,0,7,3568,-2268,13256,13913.877389139234,1006,0,2073,86.375,350,15,1,8,0.043478260869565216,650,1742,331,1356,1723,82.0,1.5246153846153847,1,1,1,0.7549445248432224,726.5,485,0,2605,108.54166666666667,0,71,4,31,0.17391304347826086,627,1894,711,611,2479,15.64516129032258,0.6602870813397129,2,2,1,0.37735124760076777,236.0,13,0,55,2.2916666666666665,0,0,4,31,0.17391304347826086,627,48,7,20,48,0.41935483870967744,0.02073365231259968,3,1,1,0.4,8.5,-3,-3,0,6056,7196,13256,761.0,-3705.3333333333335,10258.833333333334,13913.877389139234,12733.246424848008,305597.9141963522,0,0,0.0,-1,cross
1,12,152,0.7894736842105263,2314,796,0.709161624891962,0.290838375108038,0.0,0.8819095477386935,0.11809045226130653,0.0,1,1,608,968,608,702,94,968,1641,673,7.468085106382978,702.0,94.0,2.4383358098068353,1641.0,673.0,702,0,0,0.0,1,702,0,0,32767,32767,32767,56754.1088116094,702,0,1641,136.75,702,0,0,0,0.0,152,1562,79,702,1641,0.0,4.618421052631579,1,1,1,0.4844606946983547,304.5,94,0,673,56.083333333333336,0,67,9,137,0.8181818181818182,15,232,441,525,242,0.6861313868613139,1.8,8,5,3,0.3937592867756315,8.5,0,0,0,0.0,0,0,0,0,0.0,152,0,0,0,0,0.0,0.0,12,12,12,0.0,0.0,-9,0,9,32768,32768,32767,-693.1666666666666,-8490.5,8155.833333333333,56754.1088116094,34826.42931090836,417917.1517309003,0,0,0.0,0,right_kick
2,6,55,1.0909090909090908,774,226,0.8798449612403101,0.1020671834625323,0.01808785529715762,0.8053097345132744,0.14601769911504425,0.048672566371681415,1,1,149,602,149,171,22,602,667,65,5.515151515151516,16.545454545454547,3.0,8.620253164556962,48.642857142857146,5.642857142857143,182,4,48,0.8,1,182,33,0,-4052,-20728,-15700,26316.509798983603,182,69,681,113.5,154,118,4,48,0.8,7,293,388,563,300,0.5833333333333334,9.142857142857142,3,2,1,0.5697503671071953,79.0,33,0,79,13.166666666666666,0,25,4,48,0.8,7,21,58,54,58,0.6875,1.1428571428571428,3,2,1,0.7341772151898734,20.5,11,0,14,2.3333333333333335,11,0,0,0,0.0,55,14,0,11,14,0.0,0.2,1,1,1,1.0,4.0,0,4,4,32768,32768,32767,-3345.0,-7921.666666666667,4548.333333333333,56754.1088116094,44717.533608187696,268305.2016491262,1,14,0.2,-3,right_kick
3,10,162,0.6172839506172839,1069,260,0.5275958840037418,0.4667913938260056,0.005612722170252572,0.6461538461538462,0.33076923076923076,0.023076923076923078,1,1,82,65,82,162,80,65,558,493,1.9534883720930232,28.0,14.333333333333334,1.1302605210420842,94.0,83.16666666666667,168,3,63,0.3333333333333333,1,168,45,0,-32768,-13564,-17988,39765.463206154156,168,0,564,56.4,116,0,3,63,0.3333333333333333,99,564,0,460,272,0.8253968253968254,1.696969696969697,4,1,1,0.6861702127659575,58.5,86,0,499,49.9,0,66,6,140,0.6666666666666666,22,143,356,301,284,0.6142857142857143,0.9090909090909091,7,5,1,0.44889779559118237,17.0,6,0,6,0.6,6,0,0,0,0.0,162,6,0,6,6,0.0,0.037037037037037035,1,1,1,1.0,3.0,-3,3,6,32768,32768,32767,-6893.3,-13313.7,12107.1,56754.1088116094,32654.84032175422,326548.4032175422,1,24,0.1111111111111111,-2,right_kick
4,12,85,1.4117647058823528,2632,843,0.3446048632218845,0.6329787234042553,0.022416413373860182,0.48991696322657174,0.4875444839857651,0.022538552787663108,1,2,2,759,2,394,392,-759,848,1607,1.0048661800486618,21.736842105263158,21.63157894736842,0.5444177671068428,15.372881355932204,28.23728813559322,413,0,0,0.0,1,413,0,19,29980,32767,32767,55191.964795611326,413,0,907,75.58333333333333,413,0,0,0,0.0,85,624,283,413,907,0.0,4.858823529411764,1,1,1,0.5248070562293274,175.0,411,0,1666,138.83333333333334,0,92,4,31,0.36363636363636365,54,851,815,492,1585,13.258064516129032,5.907407407407407,3,2,1,0.5048019207683073,196.0,19,0,59,4.916666666666667,19,0,0,0,0.0,85,59,0,19,59,0.0,0.2235294117647059,3,2,2,0.6271186440677966,0.5,-4,0,4,32768,32768,32768,4145.166666666667,4079.0833333333335,8980.416666666666,56754.686167751825,45433.25025871344,545199.0031045612,1,8,0.09090909090909091,1,right_kick
5,12,170,0.7058823529411764,2610,620,0.34942528735632183,0.6245210727969349,0.026053639846743294,0.38225806451612904,0.5661290322580645,0.05161290322580645,2,2,114,718,-114,205,319,-718,844,1562,0.6752136752136753,7.40625,10.96875,0.5595092024539877,13.411764705882353,23.970588235294116,351,4,37,0.36363636363636365,2,0,351,6,-15364,32767,32767,48820.12980318672,237,0,912,76.0,237,3,0,0,0.0,170,541,371,237,912,0.0,1.3764705882352941,3,2,1,0.38596491228070173,61.0,351,0,1630,135.83333333333334,0,76,4,37,0.36363636363636365,133,807,823,500,1481,9.486486486486486,2.0676691729323307,3,3,1,0.4950920245398773,123.0,32,0,68,5.666666666666667,19,0,1,8,0.09090909090909091,162,68,0,51,49,1.625,0.19753086419753085,2,1,1,0.75,22.5,-4,-1,3,32768,32768,32768,-2631.5,3777.0,1225.1666666666667,51377.62082852806,38843.10549845239,466117.2659814287,1,8,0.09090909090909091,-3,right_kick
6,11,387,0.2842377260981912,1198,291,0.39065108514190316,0.6010016694490818,0.008347245409015025,0.5189003436426117,0.44673539518900346,0.03436426116838488,1,2,21,252,21,141,120,-252,458,710,1.1615384615384616,15.1,13.0,0.65,46.8,72.0,151,2,39,0.2,1,151,71,0,-31140,-20136,-32768,49486.360949255504,151,0,468,42.54545454545455,106,0,2,39,0.2,348,447,21,327,292,1.1538461538461537,0.4339080459770115,3,2,1,0.7286324786324786,56.0,130,0,720,65.45454545454545,0,62,5,129,0.5,258,148,572,278,572,1.0077519379844961,0.26356589147286824,6,3,1,0.42777777777777776,41.0,10,0,10,0.9090909090909091,10,0,0,0,0.0,387,10,0,10,10,0.0,0.025839793281653745,1,1,1,1.0,5.0,-3,2,5,32768,32768,32768,-4756.909090909091,-6637.636363636364,14492.727272727272,56754.1088116094,37372.0034004291,411092.03740472015,0,0,0.0,-2,right_kick
7,11,162,0.6790123456790123,1333,289,0.4036009002250563,0.5963990997749438,0.0,0.5121107266435986,0.48788927335640137,0.0,1,2,7,257,7,148,141,-257,538,795,1.049645390070922,148.0,141.0,0.6767295597484276,538.0,795.0,148,0,0,0.0,1,148,0,0,32767,32767,32767,56754.1088116094,148,0,538,48.90909090909091,148,0,0,0,0.0,162,519,19,148,538,0.0,0.9135802469135802,4,2,2,0.3996282527881041,40.5,141,0,795,72.27272727272727,0,83,6,131,0.6,31,118,677,348,588,1.0763358778625953,1.8709677419354838,6,4,2,0.45157232704402517,32.0,0,0,0,0.0,0,0,0,0,0.0,162,0,0,0,0,0.0,0.0,11,11,11,0.0,0.0,-6,0,6,32768,32768,32767,-2298.3636363636365,-8294.363636363636,12911.272727272728,56754.1088116094,36215.416397838875,398369.5803762276,0,0,0.0,0,right_kick
